employee_id,age,gender,education_level,department,years_experience,training_hours,last_performance_rating,avg_monthly_hours,salary_level,promotion_last_5years,work_life_balance,overtime,performance_score,performance_category
1314,41,Male,Bachelor,Operations,10,83,3,169,Low,1,3,Yes,84.8,High Performer
1315,22,Other,High School,HR,22,52,2,215,Medium,0,1,Yes,89.5,High Performer
1316,29,Other,Master,Marketing,21,24,1,154,Medium,0,2,Yes,63.2,Solid Performer
1317,37,Female,Master,HR,22,47,3,221,Low,0,4,Yes,92.0,High Performer
1318,35,Male,Master,Sales,23,24,2,231,Medium,0,2,No,79.3,High Performer
1319,33,Female,High School,Marketing,21,14,2,162,Low,0,3,No,76.3,High Performer
1320,44,Male,Master,Operations,18,102,3,233,Medium,1,4,Yes,100.0,High Performer
1321,36,Male,Master,HR,17,92,2,184,Medium,0,2,Yes,97.5,High Performer
1322,49,Male,Bachelor,Operations,11,63,5,201,Medium,0,2,No,99.1,High Performer
1323,55,Male,Master,Marketing,22,60,3,154,Medium,0,3,Yes,100.0,High Performer
1324,23,Female,Master,Marketing,0,19,2,185,High,1,4,No,54.3,Needs Improvement
1325,53,Female,Bachelor,HR,18,21,1,203,Medium,0,2,No,71.8,High Performer
1326,44,Female,High School,Operations,19,13,1,214,Medium,0,4,Yes,69.0,Solid Performer
1327,43,Male,Bachelor,Finance,16,104,5,191,High,0,3,No,100.0,High Performer
1328,46,Male,High School,Operations,4,27,3,227,Medium,0,4,No,69.6,Solid Performer
1329,43,Male,Bachelor,Marketing,2,89,2,196,High,1,1,Yes,75.8,High Performer
1330,43,Other,Bachelor,Operations,1,113,2,222,Low,0,1,Yes,64.4,Solid Performer
1331,27,Male,High School,Sales,2,45,1,205,Medium,0,4,No,56.1,Solid Performer
1332,36,Female,Bachelor,Finance,7,34,5,159,Low,1,4,Yes,87.9,High Performer
1333,58,Female,High School,IT,15,96,1,172,Low,0,3,No,85.5,High Performer
1334,54,Male,Master,Sales,5,85,1,211,High,0,3,No,72.5,High Performer
1335,29,Female,Master,IT,12,107,5,164,Low,1,4,Yes,100.0,High Performer
1336,26,Female,High School,HR,22,45,3,185,Medium,0,1,Yes,86.2,High Performer
1337,25,Female,PhD,IT,21,110,2,212,Medium,0,3,No,100.0,High Performer
1338,27,Female,Bachelor,Operations,21,76,3,237,Medium,1,4,Yes,100.0,High Performer
1339,53,Male,Bachelor,IT,15,18,4,196,Medium,0,2,No,83.3,High Performer
1340,51,Male,High School,Marketing,15,70,4,226,Medium,0,2,No,92.2,High Performer
1341,56,Female,Bachelor,Sales,2,62,4,194,Low,0,4,No,79.9,High Performer
1342,37,Female,Master,Sales,12,27,5,200,Medium,0,2,Yes,87.3,High Performer
1343,34,Male,Master,IT,13,52,1,228,Medium,0,1,No,77.1,High Performer
1344,51,Female,High School,Sales,7,44,3,147,Medium,0,4,No,78.5,High Performer
1345,40,Female,High School,Marketing,11,72,2,155,Medium,0,3,No,77.3,High Performer
1346,38,Female,Bachelor,Sales,22,107,4,255,High,0,4,No,100.0,High Performer
1347,40,Male,Bachelor,IT,22,114,3,200,Medium,0,4,No,100.0,High Performer
1348,49,Female,Bachelor,Finance,21,87,4,154,Medium,1,1,No,100.0,High Performer
1349,47,Female,Bachelor,Finance,20,13,4,241,Low,0,2,Yes,82.4,High Performer
1350,58,Male,Master,HR,7,102,2,193,Medium,0,2,No,78.6,High Performer
1351,47,Male,Master,Sales,20,50,5,153,Medium,0,2,Yes,100.0,High Performer
1352,44,Other,Bachelor,IT,24,54,1,175,Low,0,3,Yes,69.2,Solid Performer
1353,30,Male,Master,Sales,8,59,5,244,Medium,1,3,No,96.4,High Performer
1354,33,Female,Bachelor,Operations,0,88,3,221,Medium,0,3,Yes,67.8,Solid Performer
1355,22,Female,Bachelor,Marketing,5,37,5,206,Medium,0,2,No,84.6,High Performer
1356,22,Male,Bachelor,Sales,22,51,3,149,Low,0,2,No,84.5,High Performer
1357,55,Female,Bachelor,Sales,18,89,3,188,Medium,0,3,Yes,100.0,High Performer
1358,53,Male,PhD,Finance,22,85,1,250,Low,0,3,No,89.5,High Performer
1359,46,Female,Bachelor,Marketing,10,78,2,204,High,0,1,No,93.0,High Performer
1360,22,Male,Bachelor,IT,10,107,1,196,Low,0,3,No,69.0,Solid Performer
1361,37,Female,Bachelor,Sales,22,115,5,166,Medium,0,1,No,100.0,High Performer
1362,26,Male,High School,Finance,12,10,3,252,Medium,0,2,No,69.0,Solid Performer
1363,43,Male,Master,HR,10,48,4,210,High,0,3,Yes,81.6,High Performer
1364,50,Other,Bachelor,Marketing,17,105,4,222,Low,0,1,Yes,100.0,High Performer
1365,24,Male,Bachelor,Finance,22,99,3,196,Medium,0,3,No,100.0,High Performer
1366,33,Female,Bachelor,Finance,14,26,1,259,Medium,0,2,No,64.3,Solid Performer
1367,47,Male,Bachelor,Finance,0,100,2,232,Medium,0,1,Yes,60.4,Solid Performer
1368,37,Female,High School,Sales,20,97,1,154,Medium,0,2,No,94.5,High Performer
1369,58,Male,Bachelor,Sales,24,44,3,250,Medium,0,4,No,100.0,High Performer
1370,43,Other,Bachelor,HR,6,55,3,240,High,0,3,No,86.6,High Performer
1371,50,Male,Master,Operations,22,51,2,258,Low,0,4,No,88.2,High Performer
1372,35,Male,Master,Operations,12,48,5,215,Low,0,3,No,91.0,High Performer
1373,49,Male,Master,Operations,11,99,5,159,High,0,3,No,100.0,High Performer
1374,26,Male,Bachelor,Marketing,17,58,2,212,Low,0,2,No,74.1,High Performer
1375,51,Female,Bachelor,Marketing,23,71,5,261,High,0,2,No,100.0,High Performer
1376,26,Male,High School,HR,18,47,4,180,Medium,0,2,No,91.8,High Performer
1377,33,Female,Master,Marketing,14,32,5,269,Medium,0,2,No,85.8,High Performer
1378,37,Male,Bachelor,Operations,7,31,5,162,Low,1,3,No,90.9,High Performer
1379,47,Male,Bachelor,Operations,18,13,5,162,Low,0,2,Yes,79.4,High Performer
1380,47,Female,Bachelor,Finance,9,58,4,148,Medium,0,2,Yes,77.6,High Performer
1381,42,Female,High School,Marketing,6,68,5,152,High,0,2,No,98.6,High Performer
1382,57,Male,Bachelor,Sales,17,82,4,190,High,0,3,Yes,100.0,High Performer
1383,54,Male,High School,Sales,15,77,2,203,Low,0,3,Yes,79.9,High Performer
1384,51,Male,Master,Finance,19,80,1,191,Low,1,4,Yes,84.3,High Performer
1385,58,Female,Bachelor,Finance,5,96,2,177,Low,0,2,Yes,57.8,Solid Performer
1386,44,Female,High School,Finance,8,11,1,239,High,0,2,Yes,48.4,Needs Improvement
1387,31,Male,Bachelor,Sales,20,58,2,190,Low,0,2,Yes,84.4,High Performer
1388,26,Female,High School,Operations,12,97,1,194,Low,1,4,No,87.8,High Performer
1389,57,Female,Bachelor,Finance,24,113,1,248,Low,0,1,No,100.0,High Performer
1390,55,Female,Master,HR,20,104,3,183,Medium,0,3,No,100.0,High Performer
1391,52,Female,High School,Finance,7,40,1,249,High,0,3,Yes,56.0,Solid Performer
1392,31,Male,Master,IT,15,49,1,267,Medium,1,2,No,70.9,High Performer
1393,40,Male,High School,Finance,12,57,3,244,Low,0,2,No,81.9,High Performer
1394,53,Male,Bachelor,Sales,12,60,5,149,Medium,0,2,No,94.4,High Performer
1395,22,Male,Master,Marketing,16,52,5,239,Medium,0,4,Yes,100.0,High Performer
1396,26,Female,Bachelor,Finance,22,107,3,248,Low,0,3,No,100.0,High Performer
1397,25,Female,High School,Marketing,19,64,4,247,Low,0,3,No,100.0,High Performer
1398,37,Male,Bachelor,IT,4,97,1,233,Medium,0,3,No,79.4,High Performer
1399,45,Male,Bachelor,HR,21,58,1,202,Low,0,3,No,81.8,High Performer
1400,37,Male,Master,Marketing,20,99,3,223,Low,0,3,No,100.0,High Performer
1401,23,Female,Bachelor,Operations,16,89,3,164,Medium,0,1,No,86.9,High Performer
1402,49,Male,Master,Finance,8,66,4,151,Medium,0,2,No,88.1,High Performer
1403,53,Female,Master,IT,1,86,5,164,Medium,0,2,Yes,86.0,High Performer
1404,48,Male,Bachelor,IT,24,24,2,150,Medium,0,3,No,85.1,High Performer
1405,41,Male,Master,Marketing,17,36,5,203,Medium,0,1,No,97.4,High Performer
1406,45,Other,Bachelor,HR,8,77,1,265,Medium,0,3,No,71.6,High Performer
1407,33,Other,PhD,Sales,5,89,3,189,Low,0,2,Yes,72.3,High Performer
1408,56,Male,High School,Finance,10,73,4,228,High,0,4,Yes,98.4,High Performer
1409,54,Female,Bachelor,IT,24,103,5,238,Low,0,2,No,100.0,High Performer
1410,54,Female,Bachelor,HR,5,117,4,255,Medium,0,2,No,100.0,High Performer
1411,58,Female,Bachelor,Operations,5,39,5,235,Medium,0,4,No,84.5,High Performer
1412,33,Male,Bachelor,IT,12,45,1,153,Medium,0,3,No,71.4,High Performer
1413,24,Female,Master,HR,10,76,2,140,High,0,4,Yes,89.3,High Performer
1414,22,Female,High School,Sales,13,95,4,164,Medium,0,1,No,100.0,High Performer
1415,54,Female,High School,Sales,1,95,4,211,High,0,2,No,90.7,High Performer
1416,31,Male,Master,IT,7,58,2,208,High,0,3,No,73.8,High Performer
1417,50,Male,Bachelor,IT,2,85,4,244,High,0,4,Yes,92.9,High Performer
1418,34,Male,PhD,Marketing,22,64,4,162,High,0,2,No,100.0,High Performer
1419,33,Female,Master,Finance,20,94,5,148,High,0,4,No,100.0,High Performer
1420,52,Male,PhD,HR,2,65,5,257,Medium,0,3,No,99.4,High Performer
1421,23,Female,Master,IT,0,77,2,233,Medium,1,4,No,78.7,High Performer
1422,56,Other,Bachelor,Finance,23,104,1,172,Low,0,2,Yes,85.2,High Performer
1423,44,Male,High School,Marketing,18,53,4,269,Medium,0,2,Yes,100.0,High Performer
1424,38,Female,Master,Finance,17,40,1,153,High,0,4,No,79.4,High Performer
1425,47,Male,Bachelor,IT,16,67,2,140,Medium,0,4,No,90.5,High Performer
1426,29,Female,High School,Sales,19,96,2,229,High,0,3,Yes,100.0,High Performer
1427,50,Male,Bachelor,HR,23,62,5,228,High,0,1,No,100.0,High Performer
1428,47,Female,PhD,HR,12,93,4,229,Low,0,1,No,100.0,High Performer
1429,31,Female,Bachelor,Sales,2,88,3,153,Low,0,3,No,67.3,Solid Performer
1430,47,Female,Bachelor,IT,0,32,2,250,Medium,1,1,Yes,45.2,Needs Improvement
1431,55,Female,Bachelor,HR,3,37,4,222,Low,0,2,No,63.3,Solid Performer
1432,28,Female,Bachelor,IT,24,25,1,211,Medium,1,2,Yes,82.7,High Performer
1433,25,Female,Bachelor,Marketing,12,46,5,269,High,0,3,Yes,100.0,High Performer
1434,32,Female,Bachelor,IT,16,30,1,166,Medium,0,1,Yes,45.4,Needs Improvement
1435,50,Female,High School,Finance,10,88,2,213,Medium,0,3,No,91.9,High Performer
1436,57,Male,Master,Sales,1,26,2,238,Low,0,3,Yes,49.1,Needs Improvement
1437,46,Female,Bachelor,IT,24,46,1,211,Medium,1,3,No,97.7,High Performer
1438,42,Female,Master,Marketing,15,86,2,162,Medium,0,3,No,88.3,High Performer
1439,57,Female,Master,Operations,1,28,4,207,Medium,0,2,No,61.5,Solid Performer
1440,31,Male,Bachelor,Sales,18,39,2,256,Low,1,3,No,75.6,High Performer
1441,58,Female,Bachelor,HR,22,54,5,245,Medium,0,4,No,100.0,High Performer
1442,30,Male,Bachelor,Finance,18,27,4,232,Low,0,3,No,86.9,High Performer
1443,45,Female,Master,HR,24,87,3,204,High,0,4,No,100.0,High Performer
1444,56,Male,Bachelor,Marketing,15,71,2,207,Low,0,3,No,84.2,High Performer
1445,56,Female,Bachelor,Marketing,21,45,2,267,Low,0,4,Yes,90.2,High Performer
1446,57,Other,Bachelor,HR,18,109,5,202,Low,0,2,Yes,100.0,High Performer
1447,39,Male,Bachelor,Sales,8,93,5,252,Medium,0,3,No,100.0,High Performer
1448,53,Other,High School,HR,0,61,1,229,Medium,0,3,No,48.5,Needs Improvement
1449,45,Male,Bachelor,IT,9,28,1,220,Medium,0,2,No,56.7,Solid Performer
1450,44,Female,Master,HR,18,118,1,242,Medium,1,3,No,100.0,High Performer
1451,53,Female,Bachelor,Finance,0,53,5,255,Medium,0,2,Yes,72.6,High Performer
1452,58,Female,Bachelor,Finance,1,16,1,152,Medium,0,3,No,41.3,Needs Improvement
1453,33,Female,Bachelor,Operations,15,53,1,263,Medium,0,3,Yes,68.7,Solid Performer
1454,34,Female,Master,Finance,11,77,3,227,Low,0,3,No,86.7,High Performer
1455,44,Male,High School,HR,7,43,1,150,Medium,0,4,No,57.9,Solid Performer
1456,46,Male,Master,Finance,22,75,2,154,Medium,0,2,No,89.9,High Performer
1457,56,Female,Bachelor,Sales,17,78,5,149,High,1,2,Yes,100.0,High Performer
1458,51,Female,Bachelor,Finance,1,64,4,180,Medium,0,2,No,75.2,High Performer
1459,38,Female,High School,IT,24,19,3,212,Low,0,4,No,97.7,High Performer
1460,41,Female,High School,Sales,12,105,5,191,Low,0,3,No,100.0,High Performer
1461,46,Male,Bachelor,Operations,5,51,5,267,High,0,3,No,100.0,High Performer
1462,43,Female,Bachelor,IT,20,50,2,167,Low,0,2,Yes,70.5,High Performer
1463,34,Male,Master,HR,5,86,1,204,Low,0,3,No,66.0,Solid Performer
1464,40,Female,High School,HR,8,112,2,156,Low,0,2,No,73.0,High Performer
1465,57,Male,Bachelor,HR,15,78,1,234,Medium,1,3,Yes,86.4,High Performer
1466,33,Male,Bachelor,IT,10,19,1,202,Low,0,4,No,59.9,Solid Performer
1467,40,Male,High School,IT,6,19,5,177,Medium,0,3,No,84.4,High Performer
1468,33,Male,High School,IT,9,111,1,209,Medium,0,3,No,96.4,High Performer
1469,30,Female,Bachelor,Sales,9,100,3,243,High,0,3,No,100.0,High Performer
1470,28,Male,Bachelor,Marketing,24,69,3,192,Low,0,3,No,100.0,High Performer
1471,49,Male,Bachelor,Sales,19,60,3,258,Medium,0,3,No,100.0,High Performer
1472,35,Male,Bachelor,HR,17,30,5,213,Medium,0,3,No,100.0,High Performer
1473,52,Male,Bachelor,Marketing,23,17,2,193,Medium,0,2,No,74.0,High Performer
1474,40,Male,High School,Finance,19,74,4,159,Medium,0,1,No,93.9,High Performer
1475,37,Male,Bachelor,HR,8,101,1,218,High,0,3,No,90.4,High Performer
1476,26,Female,PhD,Operations,14,112,4,170,Low,0,3,No,100.0,High Performer
1477,56,Female,Bachelor,Sales,3,87,2,197,High,0,2,No,81.2,High Performer
1478,33,Female,Bachelor,IT,7,94,2,244,Medium,0,3,No,74.9,High Performer
1479,46,Male,Bachelor,Sales,8,39,5,149,Low,0,1,No,71.5,High Performer
1480,42,Male,Master,IT,12,94,3,149,High,0,2,Yes,93.0,High Performer
1481,57,Female,Master,Marketing,8,58,3,178,Medium,0,3,Yes,64.3,Solid Performer
1482,44,Female,Bachelor,Operations,3,18,2,176,Low,0,3,Yes,32.3,Needs Improvement
1483,37,Male,PhD,Marketing,16,26,5,258,Low,0,3,No,93.9,High Performer
1484,35,Male,High School,Operations,15,78,5,206,Low,0,3,Yes,100.0,High Performer
1485,52,Male,High School,Sales,14,67,1,182,Medium,0,4,Yes,70.0,High Performer
1486,26,Male,Master,IT,2,66,3,191,Low,0,3,Yes,55.5,Solid Performer
1487,56,Male,Master,Marketing,24,71,2,240,Low,0,1,No,99.8,High Performer
1488,44,Female,High School,Operations,19,104,4,195,Low,0,2,Yes,100.0,High Performer
1489,50,Female,Bachelor,HR,4,61,3,215,Medium,0,1,No,67.7,Solid Performer
1490,32,Female,High School,HR,22,70,1,207,High,0,4,Yes,92.5,High Performer
1491,39,Female,Bachelor,Marketing,4,49,5,245,Medium,0,1,No,77.1,High Performer
1492,33,Female,Master,IT,19,47,2,264,Low,0,2,No,88.2,High Performer
1493,30,Female,Bachelor,Marketing,14,52,3,231,High,0,2,No,85.8,High Performer
1494,31,Female,Bachelor,Sales,17,72,4,162,Medium,0,4,No,100.0,High Performer
1495,38,Male,Bachelor,Operations,14,28,1,248,High,0,2,No,68.1,Solid Performer
1496,59,Male,High School,Sales,1,109,1,200,Medium,0,4,No,63.5,Solid Performer
1497,28,Male,Bachelor,HR,12,59,3,183,Medium,0,1,Yes,76.8,High Performer
1498,34,Female,Bachelor,Operations,3,42,4,155,Medium,0,1,No,56.8,Solid Performer
1499,30,Female,PhD,Marketing,9,22,1,161,Low,0,2,Yes,43.1,Needs Improvement
1500,48,Male,Master,Sales,12,87,2,196,Medium,0,4,No,84.9,High Performer
1501,23,Female,High School,Finance,9,106,1,201,High,0,4,Yes,89.9,High Performer
1502,26,Male,Master,IT,8,71,4,246,High,0,1,No,90.6,High Performer
1503,50,Female,Master,IT,7,102,5,210,High,0,1,No,100.0,High Performer
1504,58,Male,Master,Finance,2,52,5,229,Medium,0,3,No,85.5,High Performer
1505,59,Male,Bachelor,HR,15,58,3,211,Low,0,1,No,72.3,High Performer
1506,40,Female,Bachelor,Operations,13,45,4,209,Low,0,1,No,79.6,High Performer
1507,29,Male,Bachelor,IT,8,117,1,169,Medium,0,1,No,82.0,High Performer
1508,22,Male,High School,Finance,20,19,1,242,Medium,1,1,No,77.0,High Performer
1509,43,Male,Bachelor,Marketing,10,104,5,171,Low,1,2,Yes,100.0,High Performer
1510,38,Female,Bachelor,Finance,2,15,5,225,Low,0,1,Yes,54.5,Needs Improvement
1511,28,Female,Bachelor,HR,4,66,2,196,Medium,1,2,No,62.1,Solid Performer
1512,46,Male,Master,HR,9,10,5,248,Medium,0,4,No,80.7,High Performer
1513,25,Female,Bachelor,Sales,12,80,2,148,High,0,2,No,77.0,High Performer
1514,57,Female,High School,IT,3,67,1,170,Medium,0,3,Yes,56.7,Solid Performer
1515,27,Male,PhD,Sales,23,100,2,210,Medium,0,1,Yes,100.0,High Performer
1516,52,Male,Master,Finance,12,30,2,152,Medium,0,3,Yes,59.8,Solid Performer
1517,40,Male,Master,Operations,11,101,3,174,High,1,2,No,99.3,High Performer
1518,48,Male,PhD,Operations,4,89,5,160,Medium,0,3,No,98.7,High Performer
1519,31,Female,Bachelor,HR,9,65,2,203,High,0,1,No,70.5,High Performer
1520,47,Male,PhD,Operations,23,119,1,234,High,0,4,No,100.0,High Performer
1521,40,Female,High School,Operations,8,96,4,173,High,0,2,Yes,100.0,High Performer
1522,24,Female,Bachelor,Operations,19,29,2,260,Medium,0,2,Yes,70.7,High Performer
1523,34,Male,Bachelor,Finance,6,111,5,154,Low,0,4,Yes,97.6,High Performer
1524,49,Female,High School,Operations,1,63,3,259,Low,0,3,No,60.1,Solid Performer
1525,41,Male,High School,Marketing,21,34,1,235,Low,0,2,Yes,67.6,Solid Performer
1526,49,Other,Bachelor,Operations,23,37,3,145,Low,0,4,No,91.9,High Performer
1527,29,Female,Master,Operations,22,14,4,248,Low,0,2,No,87.0,High Performer
1528,22,Female,Bachelor,Sales,6,30,2,236,Medium,1,1,Yes,56.0,Solid Performer
1529,24,Female,High School,Finance,7,27,2,171,Medium,0,4,Yes,51.5,Needs Improvement
1530,34,Male,Master,HR,6,56,5,222,Medium,0,2,Yes,75.7,High Performer
1531,49,Female,Bachelor,Sales,20,79,2,257,Low,0,4,No,95.3,High Performer
1532,46,Female,Bachelor,IT,22,66,1,218,Medium,0,2,No,77.2,High Performer
1533,54,Female,Bachelor,Finance,13,102,4,217,Medium,1,3,Yes,100.0,High Performer
1534,59,Female,Bachelor,Marketing,18,28,3,246,Medium,0,3,No,89.1,High Performer
1535,27,Female,Bachelor,Finance,4,106,4,265,High,0,4,No,100.0,High Performer
1536,53,Male,Master,IT,22,74,2,154,Low,0,3,No,83.0,High Performer
1537,42,Male,Bachelor,IT,24,118,3,212,Low,1,1,No,100.0,High Performer
1538,37,Female,Bachelor,IT,17,12,5,240,Medium,0,3,No,93.8,High Performer
1539,42,Male,Master,HR,19,51,4,237,Low,0,1,No,86.0,High Performer
1540,32,Female,Master,Operations,11,30,3,165,Medium,0,4,No,73.8,High Performer
1541,58,Female,High School,Finance,22,108,3,231,Medium,0,4,Yes,100.0,High Performer
1542,57,Male,High School,Operations,16,114,3,264,Low,0,3,No,100.0,High Performer
1543,56,Male,High School,Operations,12,49,1,212,Low,0,4,No,70.9,High Performer
1544,40,Female,Bachelor,Marketing,1,76,4,262,Medium,0,1,No,73.2,High Performer
1545,41,Male,Bachelor,IT,24,34,3,192,Medium,0,3,No,97.4,High Performer
1546,39,Female,High School,HR,12,118,4,217,Medium,0,2,No,100.0,High Performer
1547,35,Male,PhD,Marketing,6,111,3,231,Low,0,3,Yes,87.3,High Performer
1548,36,Female,Bachelor,Sales,9,118,5,227,Low,0,1,Yes,100.0,High Performer
1549,52,Male,Bachelor,HR,22,64,5,152,Low,0,4,Yes,100.0,High Performer
1550,22,Female,Bachelor,Operations,5,93,5,182,Low,0,1,No,90.6,High Performer
1551,24,Male,Bachelor,HR,2,61,2,215,High,0,3,Yes,64.0,Solid Performer
1552,37,Female,High School,IT,2,53,3,190,Low,0,1,Yes,46.9,Needs Improvement
1553,44,Male,Bachelor,Sales,17,118,2,158,Medium,0,4,Yes,98.6,High Performer
1554,32,Female,Master,IT,10,107,4,261,High,0,2,Yes,100.0,High Performer
1555,33,Female,Bachelor,Sales,21,94,2,163,Low,0,3,Yes,87.7,High Performer
1556,31,Male,Bachelor,Marketing,19,65,4,165,Medium,0,2,Yes,90.2,High Performer
1557,53,Male,Bachelor,Operations,4,64,4,259,High,0,3,No,98.6,High Performer
1558,37,Male,High School,Sales,18,96,4,221,High,0,2,Yes,100.0,High Performer
1559,29,Female,High School,Sales,21,79,2,239,Medium,0,3,Yes,100.0,High Performer
1560,59,Female,Bachelor,Sales,18,86,3,156,Medium,1,2,No,100.0,High Performer
1561,33,Female,Bachelor,HR,14,96,2,207,High,0,4,No,100.0,High Performer
1562,45,Male,High School,Marketing,15,82,3,183,Medium,0,1,Yes,86.3,High Performer
1563,49,Male,Master,HR,23,90,3,200,High,0,2,Yes,100.0,High Performer
1564,29,Female,PhD,Operations,8,75,4,262,Medium,0,3,No,100.0,High Performer
1565,49,Female,Master,Sales,3,28,2,232,Medium,0,1,Yes,42.1,Needs Improvement
1566,57,Other,Master,Marketing,14,92,3,213,High,1,2,Yes,100.0,High Performer
1567,47,Male,Bachelor,Marketing,24,16,5,206,High,0,4,Yes,100.0,High Performer
1568,29,Female,PhD,Finance,11,72,3,250,Medium,0,4,Yes,92.2,High Performer
1569,49,Male,High School,Operations,22,51,5,141,Low,0,3,No,100.0,High Performer
1570,49,Male,PhD,Marketing,2,51,2,228,Medium,0,2,No,56.3,Solid Performer
1571,58,Female,PhD,Sales,22,68,2,165,Medium,0,2,No,97.0,High Performer
1572,57,Female,Master,Sales,13,29,2,238,Medium,0,3,No,62.0,Solid Performer
1573,48,Other,PhD,Marketing,16,82,3,166,High,0,1,No,100.0,High Performer
1574,38,Male,Bachelor,HR,18,26,1,228,High,0,4,No,85.0,High Performer
1575,30,Male,Bachelor,Operations,5,36,3,140,Medium,0,2,No,59.4,Solid Performer
1576,54,Female,Bachelor,Sales,3,56,3,242,Low,0,4,Yes,69.4,Solid Performer
1577,41,Female,Bachelor,Marketing,6,11,4,180,Medium,1,3,No,76.4,High Performer
1578,34,Male,High School,Sales,18,72,4,190,Medium,0,4,No,100.0,High Performer
1579,49,Male,Bachelor,Marketing,16,71,3,154,Medium,0,1,Yes,83.9,High Performer
1580,50,Male,PhD,Operations,24,109,5,147,Medium,0,4,No,100.0,High Performer
1581,34,Female,High School,Marketing,15,28,4,177,Medium,0,2,No,89.9,High Performer
1582,56,Male,Master,Finance,14,26,3,253,Low,0,3,Yes,76.2,High Performer
1583,27,Male,Master,Marketing,21,78,1,222,Low,0,4,Yes,86.0,High Performer
1584,39,Male,Master,Marketing,7,48,5,195,Medium,0,2,No,84.1,High Performer
1585,26,Male,PhD,Operations,18,91,2,242,Low,0,3,No,95.9,High Performer
1586,46,Male,Bachelor,Marketing,7,80,3,241,Medium,1,3,No,87.8,High Performer
1587,23,Female,PhD,Operations,17,90,3,217,Medium,0,2,Yes,98.1,High Performer
1588,31,Male,Master,Finance,15,48,5,222,Medium,0,3,Yes,93.7,High Performer
1589,51,Female,High School,Operations,19,45,4,169,Low,0,2,No,95.5,High Performer
1590,26,Male,Bachelor,Sales,18,49,4,144,High,0,2,Yes,100.0,High Performer
1591,54,Female,Master,Operations,9,54,4,258,Medium,0,3,No,95.4,High Performer
1592,22,Female,Bachelor,Finance,16,13,2,170,Medium,0,3,No,61.1,Solid Performer
1593,39,Female,Bachelor,IT,12,111,5,162,Medium,0,2,No,100.0,High Performer
1594,53,Female,Bachelor,Marketing,12,34,5,187,Low,0,4,Yes,89.2,High Performer
1595,32,Male,High School,Operations,6,78,4,248,Medium,0,4,Yes,96.5,High Performer
1596,42,Male,Bachelor,Marketing,9,39,4,179,High,0,3,Yes,71.9,High Performer
1597,47,Female,Master,HR,1,85,1,145,Medium,0,3,No,64.2,Solid Performer
1598,46,Other,Bachelor,Sales,3,77,1,177,High,0,2,No,57.3,Solid Performer
1599,43,Female,High School,Sales,24,97,3,239,Medium,0,3,No,100.0,High Performer
1600,48,Female,High School,HR,5,38,3,166,Low,0,3,Yes,64.0,Solid Performer
1601,34,Female,Bachelor,HR,23,82,5,208,Low,0,2,Yes,100.0,High Performer
1602,54,Male,Master,Operations,17,77,5,196,Medium,1,3,No,100.0,High Performer
1603,55,Male,Bachelor,HR,22,60,2,156,Medium,0,2,No,84.1,High Performer
1604,56,Female,Bachelor,IT,5,33,2,210,Low,0,1,No,43.5,Needs Improvement
1605,22,Female,Bachelor,Marketing,24,23,1,186,High,0,3,Yes,75.2,High Performer
1606,42,Male,Bachelor,Marketing,22,78,3,218,Medium,1,3,No,100.0,High Performer
1607,27,Female,Master,Finance,16,27,1,249,Medium,0,3,No,70.2,High Performer
1608,49,Male,Master,HR,13,51,1,152,High,0,3,No,79.8,High Performer
1609,38,Female,High School,HR,23,66,3,263,High,0,4,No,100.0,High Performer
1610,26,Male,Bachelor,IT,10,92,2,248,Medium,0,3,Yes,82.1,High Performer
1611,52,Male,High School,Sales,18,21,3,229,High,0,3,Yes,92.9,High Performer
1612,26,Female,Bachelor,Sales,1,91,4,225,High,0,1,Yes,77.3,High Performer
1613,59,Male,Bachelor,Marketing,2,26,4,231,Medium,0,2,No,68.8,Solid Performer
1614,24,Female,High School,Marketing,10,39,4,163,Low,0,2,No,73.3,High Performer
1615,44,Female,Bachelor,Operations,5,97,5,212,Low,0,3,No,100.0,High Performer
1616,58,Female,Bachelor,IT,13,84,2,143,Medium,1,4,Yes,85.9,High Performer
1617,58,Male,Master,Finance,18,108,2,252,Medium,0,2,No,100.0,High Performer
1618,31,Male,PhD,Finance,15,32,5,185,High,0,2,No,94.4,High Performer
1619,31,Male,High School,IT,20,90,1,157,Medium,0,2,Yes,78.0,High Performer
1620,40,Other,Master,Finance,21,10,4,182,Medium,1,2,No,94.8,High Performer
1621,38,Female,Bachelor,Sales,23,88,4,232,High,1,4,Yes,100.0,High Performer
1622,42,Female,Bachelor,Finance,6,41,1,242,High,0,3,Yes,55.4,Solid Performer
1623,35,Female,Master,Finance,7,18,3,263,Medium,0,2,Yes,61.8,Solid Performer
1624,30,Female,Master,IT,18,24,3,149,Low,0,3,No,80.3,High Performer
1625,22,Female,PhD,IT,19,37,2,212,Medium,1,3,No,94.7,High Performer
1626,34,Male,Bachelor,Finance,15,33,5,170,Medium,0,3,Yes,100.0,High Performer
1627,25,Female,Bachelor,HR,21,69,2,199,Medium,0,1,No,98.8,High Performer
1628,22,Male,Master,IT,6,44,3,257,Medium,0,3,No,75.4,High Performer
1629,53,Female,Bachelor,Operations,8,95,1,153,High,1,1,No,85.4,High Performer
1630,55,Female,Bachelor,Operations,12,36,2,141,Medium,0,4,Yes,67.8,Solid Performer
